bookID,title,authors,average_rating,isbn,language_code,# num_pages,ratings_count,text_reviews_count,prices
2692,Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,eng,958,188,7,285.48
2693,The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,eng,563,137,11,258.72
2696,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,140424385,eng,504,161011,2251,205.19
2698,The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,eng,465,249,21,98.15
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,enm,1254,765,60,122.8
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,812000390,eng,530,69,5,185.03
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,198711557,eng,456,83,4,155.9
2706,Love Visions,Geoffrey Chaucer-Brian Stone,3.58,140444084,eng,272,67,6,118.78
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,eng,383,35,4,75.19
2711,The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,395290317,enm,1327,7643,147,206.91
2713,The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,140150811,en-US,611,71,8,158.72
2715,Salt: A World History,Mark Kurlansky,3.74,142001619,eng,484,46854,2848,228.61
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,689834195,eng,32,1054,159,25.26
2719,The Book of Salt,Monique Truong,3.51,618446885,eng,261,4182,604,218.44
2722,Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,039475526X,eng,627,813,100,139.47
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,eng,763,8884,939,265.18
2725,Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,805202412,eng,288,8748,189,294.49
2727,Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,300115865,eng,288,37,4,73.63
2731,Advanced Global Illumination,Philip Dutre,4.47,1568813074,eng,366,15,2,86.42
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,eng,404,586,48,134.59
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,eng,331,50499,2476,80.56
2744,Anansi Boys,Neil Gaiman,4.02,60515198,eng,387,153485,6986,283.04
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,805061835,en-US,480,1355,122,102.06
2748,Microserfs,Douglas Coupland,3.88,60987049,eng,371,20391,715,293.78
2749,Microserfs,Douglas Coupland,3.88,7179812,eng,371,436,37,299.93
2751,Microserfs,Douglas Coupland,3.88,6548598,eng,371,369,22,216.45
2753,The Language of New Media,Lev Manovich,3.85,262632551,eng,354,798,25,81.99
2756,New Media Language,Jean Aitchison-Diana M. Lewis,3,415283043,eng,209,2,0,106.46
2761,The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,684832402,eng,336,5894,542,199.92
2767,A People's History of the United States,Howard Zinn,4.08,60838655,eng,729,156036,4511,132
2768,A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,eng,619,38,3,165.45
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4,1565847253,eng,496,22,0,44.94
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,500203474,en-US,232,648,11,147.53
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,822318644,eng,272,197,8,81
2784,Ways of Seeing,John Berger,3.78,140135154,eng,176,177890,998,28.9
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,eng,256,76,12,155.92
